userAddress,poolAddress,tokenAddress,blockNumber,balance,timestamp
0x07ce61305f7d3c955a64c4d8ec1e008b618f1d43,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,68799618241504684,1713146329
0x07f76a350a88454f93cdfc9b9a030c5ced976f60,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,163862794507211617,1713146329
0x082b9b776e5d0b1771594676d12619f479b0a69c,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,118010694790529455,1713146329
0x08305c36a8ec248d288a47668be5a58ab8d3b5f0,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,162170851524488750,1713146329
0x0852c666d60c8433acd42895ced8b03369ab2b49,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,2260576427039932798,1713146329
0x088e95a1035b8cf5fca948e7eae28d7dd67a448e,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,350155428370274489,1713146329
0x08b35d6cffff52e3d619140ad88ed43d9c6e66d8,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,6552004133177069,1713146329
0x08d147e2ed8409a6a7a2abc625a93b0a85b351c9,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,170352344540190344,1713146329
0x08f76dfa9e1f04d889ded1efe941f6d9e2b3e429,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,49139312528190108,1713146329
0x08fbbd722421674603f8062e6b916f65015920f5,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,0,1713146329
0x08fbbd722421674603f8062e6b916f65015920f5,0xdd6105865380984716c6b2a1591f9643e6ed1c48,0x1b49ecf1a8323db4abf48b2f5efaa33f7ddab3fc,600000,278089097475930445,1713146329
0x090e5e0dd335eb2082f83166750c8b3a9a788f4c,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,6552360426783437,1713146329
0x091e5780009f074c6ede9e25409299c51385ae4d,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,624097351335778433,1713146329
0x0926434b78415172d88e6fc759985b1ee9039e95,0xb666582f612692525c4027d2a8280ac06a055a95,0x0000000000000000000000000000000000000000,600000,270587152728729637,1713146329
